282;Gupta, A., and S. Kumar;1985;. Roles of internally and externally supplied cyclic AMP in the growth response of <i>Escherichia coli</i> to sodium chloride. ;Indian J. Exp. Biol. 23:647–652.
283;Guterman, S. K., and L. Dann;1973;. Excretion of enterochelin by <i>exbA</i> and <i>exbB</i> mutants of <i>Escherichia coli.</i> ;J. Bacteriol. 114:1225–1230.
284;Guterman, S. K., A. Wright, and D. H. Boyd;1975;. Genes affecting coliphage BF23 and E colicin sensitivity in <i>Salmonella typhimurium.</i> ;J. Bacteriol. 124:1351–1358.
285;Guth, A., R. Engel, and B. E. Tropp;1980;. Uptake of glycerol 3-phosphate and some of its analogs by the hexose phosphate transport system of <i>Escherichia coli.</i> ;J. Bacteriol. 143:538–539.
286;Hachler, H., S. P. Cohen, and S. B. Levy;1991;. <i>marA,</i> a regulated locus which controls expression of chromosomal multiple antibiotic resistance in <i>Escherichia coli.</i> ;J. Bacteriol. 173: 5532– 5538.
287;Hacking, A. J., and E. C. C. Lin;1976;. Disruption of the fucose pathway as a consequence of genetic adaptation to propanediol as a carbon source in <i>Escherichia coli.</i> ;J. Bacteriol. 126:1166–1172.
288;Hadar, R., and J. Kuhn;1977;. A mutant constitutive for aromatic permease. ;FEBS Lett. 76:77–80.
289;Hafner, E. W., C. W. Tabor, and H. Tabor;1977;. Isolation of a <i>metK</i> mutant with a temperature- sensitive S-adenosylmethionine synthetase. ;J. Bacteriol. 132:832–840.
290;Hall, B. G;1982;. Chromosomal mutation for citrate utilization by <i>Escherichia coli</i> K-12. ;J. Bacteriol. 151:269–273.
291;Hall, M. N., and T. J. Silhavy;1981;. The <i>ompB</i> locus and the regulation of the major outer membrane porin proteins of <i>Escherichia coli</i> K12. ;J. Mol. Biol. 146:23–44.
292;Halpern, Y. S., and H. E. Umbarger;1961;. Utilization of L-glutamic acid and 2-oxoglutaric acid as sole sources of carbon by <i>Escherichia coli.</i> ;J. Gen. Microbiol. 26:175–183.
293;Halsall, D. M;1975;. Strains of <i>E. coli</i> with defective lysine transport systems. ;Biochem. Genet. 13:109–124.
294;Hama, H., Y. Sumita, Y. Kakutani, M. Tsuda, and T. Tsuchiya;1990;. Target of serine inhibition in <i>Escherichia coli.</i> ;Biochem. Biophys. Res. Commun. 168:1211–1216.
295;Hammelburger, J. W., and G. A. Orr;1983;. Interaction of <i>sn</i>-glycerol 3-phosphorothioate with <i>Escherichia coli:</i> effect on cell growth and metabolism. ;J. Bacteriol. 156:789–799.
296;Hammer, K., K. F. Jensen, P. Poulsen, A. B. Oppenheim, and M. Gottesman;1987;. Isolation of <i>Escherichia coli</i> <i>rpoB</i> mutants resistant to killing by lambda cII protein and altered in <i>pyrE</i> gene attenuation. ;J. Bacteriol. 169:5289–5297.
297;Hancock, R. E. W., S. W. Farmer, Z. Li, and K. Poole;1991;. Interaction of aminoglycosides with the outer membranes and purified lipopolysaccharide and <i>ompF</i> porin of <i>Escherichia coli</i>. ;Antimicrob. Agents Chemother. 35:1309–1314.
298;Hane, M. W., and T. H. Wood;1969;. <i>Escherichia coli</i> K-12 mutants resistant to nalidixic acid: genetic mapping and dominance studies. ;J. Bacteriol. 99:238–241.
299;Hantke, K;1976;. Phage T6-colicin K receptor and nucleoside transport in <i>Escherichia coli.</i> <i>FEBS</i> ;Lett. 70:109–112.
300;Hantke, K;1987;. Selection procedure for deregulated iron transport mutants (<i>fur</i>) in <i>Escherichia</i> <i>coli</i> K12: <i>fur</i> not only affects iron metabolism. ;Mol. Gen. Genet. 210:135–139.
301;Hardaway, K. L., and C. S. Buller;1979;. Effects of ethylenediaminetetraacetate on phospholipids and outer membrane function in <i>Escherichia coli.</i> ;J. Bacteriol. 137:62–68.
302;Harkness, R. E., and V. Braun;1990;. In vitro peptidoglycan synthesis by envelopes from <i>Escherichia coli tolM</i> mutants is inhibited by colicin M. ;J. Bacteriol. 172:498–500.
303;Harrison, L. I., H. N. Christiansen, M. E. Handlogten, D. L. Oxender, and S. C. Quay;1975;. Transport of L-4-azaleucine in <i>Escherichia coli.</i> ;J. Bacteriol. 122:957–965.
304;Hasenbank, R., C. Guthrie, G. Stoffler, H. G. Wittmann, L. Rosen, and D. Apirion;1973;. Electrophoretic and immunological studies on ribosomal proteins of 100 <i>Escherichia coli</i> revertants from streptomycin dependence. ;Mol. Gen. Genet. 127:1–18.
305;Heatwole, V. M., and R. L. Somerville;1991;. Cloning, nucleotide sequence, and characterization of <i>mtr,</i> the structural gene for a tryptophan-specific permease of <i>Escherichia</i> <i>coli</i> K-12. ;J. Bacteriol. 173:108–115.
306;Hedges, R. W., and K. P. Shannon;1984;. Resistance to apramycin in <i>Escherichia coli</i> isolated from animals: detection of a novel aminoglycoside-modifying enzyme. ;J. Gen. Microbiol. 130:473– 482.
307;Held, W. A., and O. H. Smith;1970;. Regulation of the <i>Escherichia coli</i> tryptophan operon by early reactions in the aromatic pathway. ;J. Bacteriol. 101:202–208.
308;Held, W. A., and O. H. Smith;1970;. Mechanism of 3-methylanthranilic acid derepression of the tryptophan operon in <i>Escherichia coli.</i> ;J. Bacteriol. 101:209–217.
309;Helling, R. B;1968;. Selection of a mutant of <i>Escherichia coli</i> which has high mutation rates. <i>J.</i> ;Bacteriol. 96:975–980.
310;Helling, R. B., and B. S. Adams;1970;. Nalidixic acid-resistant auxotrophs of <i>Escherichia coli.</i> <i>J.</i> ;Bacteriol. 104:1027–1029.
311;Helling, R. B., and J. Kukora;1971;. Nalidixic acid-resistant mutants of <i>Escherichia coli</i> deficient in isocitrate dehydrogenase. ;J. Bacteriol. 105:1224–1226.
312;Helser, T. L., J. E. Davies, and J. E. Dahlberg;1972;. Mechanism of kasugamycin resistance in <i>Escherichia coli.</i> <i>Nature</i>  ;New Biol. 235:6–9.
313;Hengge, R., T. J. Larson, and W. Boos;1983;. <i>sn</i>-Glycerol-3-phosphate transport in <i>Salmonella</i> <i>typhimurium.</i> ;J. Bacteriol. 155:186–195.
314;Henning, U., I. Hindennach, and I. Haller;1976;. The major proteins of the <i>Escherichia coli</i> outer cell envelope membrane: evidence for the structural gene of protein II. ;FEBS Lett. 61:46–48.
315;Heyde, M., and R. Portalier;1982;. New pleiotropic alkaline phosphatase-negative mutants of <i>Escherichia coli</i> K-12. ;J. Bacteriol. 151:529–533.
316;Heyde, M., and R. Portalier;1983;. Isolation and characterization of a new type of <i>Escherichia</i> <i>coli</i> K12 <i>phoB</i> mutants. ;Mol. Gen. Genet. 190:122–127.
317;Higgins, C. F., M. M. Hardie, D. Jamieson, and L. M. Powell;1983;. Genetic map of the <i>opp</i> (oligopeptide permease) locus of <i>Salmonella typhimurium.</i> ;J. Bacteriol. 153:830–836.
318;Hiraga, S;1969;. Operator mutants of the tryptophan operon in <i>Escherichia coli.</i> ;J. Mol. Biol. 39:159–179.
319;Hiraga, S., K. Igarashi, and T. Yura;1967;. A deoxythymidine kinase deficient mutant of <i>Escherichia coli.</i> I. Isolation and some properties. ;Biochem. Biophys. Acta 145:41–51.
320;Hiraga, S., K. Ito, T. Matsuyama, H. Ozaki, and T. Yura;1968;. 5-Methyltryptophan-resistant mutations linked with the arginine G marker in <i>Escherichia coli.</i> ;J. Bacteriol. 96:1880–1881.
321;Hirota, Y., M. Inuzuka, and M. Tomoeda;1966;. Elective selection of proline-requiring mutants. ;J. Bacteriol. 91:2392.
322;Hirshfield, I. N., R. Dedeken, P. C. Horn, D. A. Hopwood, and W. K. Maas;1968;. Studies on the mechanism of repression of arginine biosynthesis in <i>Escherichia coli.</i> III. Repression of enzymes of arginine biosyntheses in arginyl-tRNA synthetase mutants. ;J. Mol. Biol. 35:83–93.
323;Hirshfield, I. N., and P. C. Zamecnik;1972;. Thiosine-resistant mutants of <i>Escherichia coli</i> K-12 with growth medium-dependent lysyl-tRNA synthetase activity. I. Isolation and physiological characterization. ;Biochim. Biophys. Acta 259:330–343.
324;Hobson, A. C;1974;. A norleucine-resistant mutant of <i>Salmonella typhimurium</i> with a possible defect in valine uptake or regulation. ;J. Gen. Microbiol. 82:425–429.
325;Hoffee, P. A;1968;. 2-Deoxyribose gene-enzyme complex in <i>Salmonella typhimurium.</i> <i>J.</i> ;Bacteriol. 95:449–457.
326;Hoffmeyer, J., and J. Neuhard;1971;. Metabolism of exogenous purine bases and nucleosides by <i>Salmonella typhimurium.</i> ;J. Bacteriol. 106:14–24.
327;Hofnung, M., and M. Schwartz;1971;. Mutations allowing growth on maltose of <i>Escherichia coli</i> K-12 strains with a deleted <i>malT</i> gene. ;Mol. Gen. Genet. 112:117–132.
328;Holland, J., I. B. Holland, and S. I. Ahmad;1991;. DNA damage by 8-methoxypsoralen plus near UV light, <i>puvA</i> and its repair in <i>Escherichia coli:</i> genetic analysis. ;Mutat. Res. 254:289–298.
329;Hooper, D. C., J. S. Wolfson, M. A. Bozza, and E. Y. Ng;1992;. Genetics and regulation of outer membrane protein expression by quinolone resistance loci <i>nfxB,</i> <i>nfxC,</i> and <i>cfxB.</i> ;Antimicrob. Agents Chemother. 36:1151–1154.
330;Horiuchi, T., S. Horiuchi, and A. Novick;1963;. The genetic basis of hyper-synthesis of β- galactoside. ;Genetics 48:157–169.
331;Housley, P. R., A. D. Leavitt, and H. J. Whitfield;1981;. Genetic analysis of a temperature- sensitive <i>Salmonella typhimurium</i> <i>rho</i> mutant with an altered Rho-associated polycytidylate- dependent adenosine triphosphatase activity. ;J. Bacteriol. 147:13–24.
332;Howard-Flanders, P., and L. Theriot;1962;. A method for selecting radiation-sensitive mutants of <i>Escherichia coli.</i> ;Genetics 47:1219–1224.
333;Hrebenda, J., H. Heleszko, K. Brzostek, and J. Bielecki;1985;. Mutation affecting resistance of <i>Escherichia coli</i> K12 to nalidixic acid. ;J. Gen. Microbiol. 131:2285–2292.
334;Hudson, H. P., A. A. Lindberg, and B. A. D. Stocker;1978;. Lipopolysaccharide core defects in <i>Salmonella typhimurium</i> mutants which are resistant to Felix O phage but retain smooth character. ;J. Gen. Microbiol. 109:97–112.
335;Hughes, D;1986;. The isolation and mapping of EF-Tu mutations in <i>Salmonella typhimurium.</i> ;Mol. Gen. Genet. 202:108–111.
336;Hughes, K. T., B. T. Cookson, D. Ladika, B. M. Olivera, and J. R. Roth;1983;. 6- Aminonicotinamide-resistant mutants of <i>Salmonella typhimurium.</i> ;J. Bacteriol. 154:1126–1136.
337;Hughes, K. T., D. Ladika, J. R. Roth, and B. M. Olivera;1983;. An indispensable gene for NAD biosynthesis in <i>Salmonella typhimurium.</i> ;J. Bacteriol. 155:213–221.
338;Hulanicka, D;1972;. Resistance to sulfate analogs in <i>Salmonella typhimurium.</i> ;Acta Biochim. Pol. 19:367–376.
339;Hulanicka, D., and T. Klopotowsi;1972;. Mutants of <i>Salmonella typhimurium</i> resistant to triazole. ;Acta Biochim. Pol. 19:251–260.
340;Hulanicka, M. D., S. G. Hallquist, N. M. Kredich, and T. Mojica-A;1979;. Regulation of O- acetylserine sulfhydrylase B by L-cysteine in <i>Salmonella typhimurium.</i> ;J. Bacteriol. 140:141–146.
341;Hulanicka, M. D., and N. M. Kredich;1976;. A mutation affecting expression of the gene coding for serine transacetylase in <i>Salmonella typhimurium.</i> ;Mol. Gen. Genet. 148:143–148.
342;Hull, R., J. D. Klinger, and E. E. M. Moody;1976;. Isolation and characterization of mutants of <i>Escherichia</i> <i>coli</i> K12 resistant to the new aminoglycoside antibiotic, amikacin. ;J. Gen. Microbiol. 94:389–394.
343;Hummel, H., W. Piepersberg, and A. Böck;1979;. Analysis of lincomycin resistance mutations in <i>Escherichia coli.</i> ;Mol. Gen. Genet. 169:345–347.
344;Hussain, M., S. Ichihara, and S. Mizushima;1980;. Accumulation of glyceride containing precursor of the outer membrane lipoprotein in the cytoplasmic membrane of <i>Escherichia coli</i> treated with globomycin. ;J. Biol. Chem. 255:3707–3712.
345;Hwang, Y.-W., R. Engel, and B. E. Tropp;1984;. Correlation of 3,4-dihydroxybutyl 1- phosphonate resistance with a defect in cardiolipin synthesis in <i>Escherichia coli.</i> ;J. Bacteriol. 157:846–856.
346;Ibe, S. N., A. J. Sinskey, and D. Botstein;1982;. Genetic mapping of mutations in a highly radiation-resistant mutant of <i>Salmonella typhimurium</i> LT2. ;J. Bacteriol. 152:260–268.
347;Icho, T., and T. Iino;1978;. Isolation and characterization of motile <i>Escherichia coli</i> mutants resistant to bacteriophage χ. ;J. Bacteriol. 134:854–860.
348;Igarishi, K., S. Hiraga, and T. Yura;1967;. A deoxythymidine kinase deficient mutant of <i>Escherichia coli.</i> II. Mapping and transduction studies with phage φ80. ;Genetics 57:643–654.
349;Iino, T;1977;. Genetics of structure and function of bacterial flagella. ;Annu. Rev. Genet. 11:161–182.
350;Ilag, L. L., D. Jahn, G. Eggertsson, and D. Söll;1991;. The <i>Escherichia coli</i> <i>hemL</i> gene encodes glutamate 1-semialdehyde aminotransferase. ;J. Bacteriol. 173:3408–3413.
351;Im, S. W. K., and J. Pittard;1971;. Phenylalanine biosynthesis in <i>Escherichia coli</i> K-12: mutants derepressed for chorismate mutase P-prephenate dehydratase. ;J. Bacteriol. 106:784–790.
352;Inoko, H., and M. Imai;1976;. Isolation and genetic characterization of the <i>nitA</i> mutants of <i>Escherichia coli</i> affecting the termination factor rho. ;Mol. Gen. Genet. 143:211–221.
353;Inoko, H., K. Shigesada, and M. Imai;1977;. Isolation and characterization of conditional-lethal <i>rho</i> mutants of <i>Escherichia coli.</i> ;Proc. Natl. Acad. Sci. USA 74:1162–1166.
354;Ishidsu, J.-I;1973;. Device of a method for isolation of arginine sensitive mutants in <i>Salmonella</i> <i>typhimurium.</i> ;Jpn. J. Genet. 48:377–379.
355;Ito, M., and Y. Ohnishi;1981;. Isolation of <i>Escherichia coli</i> mutants which are resistant to an inhibitor of proton-ATPase, tributyltin and also to uncouplers of oxidative phosphorylation. ;FEBS Lett. 136:225–230.
356;Ivell, R., O. Fasano, J.-B. Crechet, and A. Parmeggiani;1981;. Characterization of a kirromycin resistant elongation factor Tu from <i>Escherichia coli.</i> ;Biochemistry 20:1355–1361.
357;Iwakura, Y., A. Ishihama, and T. Yura;1973;. RNA polymerase mutants of <i>Escherichia coli.</i> II. Streptolydigin resistance and its relation to rifampicin resistance. ;Mol. Gen. Genet. 121:181–196.
358;Iwaya, M., R. Goldman, D. J. Tipper, B. Feingold, and J. L. Strominger;1978;. Morphology of an <i>Escherichia coli</i> mutant with a temperature-dependent round cell shape. ;J. Bacteriol. 136:1143– 1158.
359;Iwaya, M., C. W. Jones, J. Khorana, and J. L. Strominger;1978;. Mapping of the mecillinam- resistant, round morphological mutants of <i>Escherichia coli.</i> ;J. Bacteriol. 133:196–202.
360;Jackson, B. J., J.-P. Bohin, and E. P. Kennedy;1984;. Biosynthesis of membrane-derived oligosaccharides: characterization of <i>mdoB</i> mutants defective in phosphoglycerol transferase I activity. ;J. Bacteriol. 160:976–981.
361;Jackson, J. H., E. J. Davis, A. C. Madu, and S. E. Braxter;1981;. Three-factor reciprocal cross mapping of a gene that causes expression of feedback resistant acetohydroxy acid synthase in <i>Escherichia coli</i> K-12. ;Mol. Gen. Genet. 181:417–419.
362;Jaffe, A., Y. A. Chabbert, and E. Derlot;1983;. Selection and characterization of beta-lactam- resistant <i>Escherichia coli</i> K-12 mutants. ;Antimicrob. Agents Chemother. 23:622–625.
363;Jaffe, A., Y. A. Chabbert, and O. Semonin;1982;. Role of porin proteins <i>ompF</i> and <i>ompC</i> in the permeation of beta lactams. ;Antimicrob. Agents Chemother. 22:942–948.
364;Janzer, J. J., H. Stan-Lotter, and K. E. Sanderson;1981;. Isolation and characterization of hemin-permeable envelope-defective mutants of <i>Salmonella typhimurium.</i> ;Can. J. Microbiol. 27:226– 237.
365;Jegede, V. A., F. Spencer, and J. E. Brenchley;1976;. Thialysine-resistant mutant of <i>Salmonella</i> <i>typhimurium</i> with a lesion in the <i>thrA</i> gene. ;Genetics 83:619–632.
366;Jenness, D. D., and H. K. Schachman;1980;. <i>pyrB</i> mutations as suppressors of arginine auxotrophy in <i>Salmonella</i> <i>typhimurium.</i> ;J. Bacteriol. 141:33–40.
367;Jensen, K. F;1979;. Apparent involvement of purines in the control of expression of <i>Salmonella</i> <i>typhimurium pyr</i> genes: analysis of a leaky <i>guaB</i> mutant resistant to pyrimidine analogs. ;J. Bacteriol. 138:731–738.
368;Jensen, K. F., J. Neuhard, and L. Shack;1982;. RNA polymerase involvement in the control of <i>Salmonella typhimurium pyr</i> gene expression. Isolation and characteristics of a fluorouracil resistant mutant with high, constitutive expression of <i>pyrB</i> and <i>pyrE</i> due to a mutation in <i>rpoBC.</i> ;EMBO J. 1:69–74.
369;Jin, D. J., and C. A. Gross;1988;. Mapping and sequencing of mutations in the <i>Escherichia coli</i> <i>rpoB</i> gene that lead to rifampicin resistance. ;J. Mol. Biol. 202:45–58.
370;Jochimsen, B., P. Nygaard, and T. Vestergaard;1975;. Location on the chromosome of <i>Escherichia</i> coli of genes governing purine metabolism: adenosine deaminase <i>(add),</i> guanosine kinase <i>(gsk)</i> and hypoxanthine phosphoribosyltransferase <i>(hpt).</i> ;Mol. Gen. Genet. 143:85–91.
371;Jochimsen, B. U., B. Hove-Jensen, B. B. Carber, and J. S. Gots;1985;. Characteristics of a <i>Salmonella typhimurium</i> mutant defective in phosphoribosylpyrophosphate synthetase. ;J. Gen. Microbiol. 131:245–252.
372;Johansson, V., A. Aarti, M. Nurminen, and P. H. Makela;1978;. Outer membrane protein- specific bacteriophages of <i>Salmonella typhimurium.</i> ;J. Gen. Microbiol. 107:183–187.
373;Johnson, B. F;1977;. Fine structure mapping and properties of mutations suppressing the <i>lon</i> mutation in <i>Escherichia coli</i> K-12 and B strains. ;Genet. Res. 30:273–286.
374;Johnston, H. M., and J. R. Roth;1979;. Histidine mutants requiring adenine: selection of mutants with reduced <i>hisG</i> expression in <i>Salmonella typhimurium.</i> ;Genetics 92:1–15.
375;Johnston, H. M., and J. R. Roth;1981;. Genetic analysis of the histidine operon control region of <i>Salmonella typhimurium.</i> ;J. Mol. Biol. 145:713—734.
376;Johnston, M. A., and H. Pivnick;1970;. Use of autocytotoxic β-D-galactosides for selective growth of <i>Salmonella typhimurium</i> in the presence of coliforms. ;Can. J. Microbiol. 16:83–89.
377;Jones-Mortimer, M., and H. L. Kornberg;1974;. Genetical analysis of fructose utilization by <i>Escherichia coli.</i> ;Proc. R. Soc. London Ser. B 187:121–131.
378;Jones-Mortimer, M. C., and H. L. Kornberg;1976;. Uptake of fructose by the sorbitol phosphotransferase of <i>Escherichia coli</i> K12. ;J. Gen. Microbiol. 96:383–391.
379;Jones-Mortimer, M. C., and H. L Kornberg;1980;. Amino-sugar transport systems of <i>Escherichia coli</i> K12. ;J. Gen. Microbiol. 117:369–376.
380;Josephsen, J., K. Hammer-Jespersen, and T. D. Hansen;1983;. Mapping of the gene for cytidine deaminase <i>(cdd)</i> in <i>Escherichia coli</i> K-12. ;J. Bacteriol. 154:72–75.
381;Joshi, A., J. Z. Siddiqui, M. Verma, and M. Chakravorty;1982;. Participation of host proteins in the morphogenesis of bacteriophage P22. ;Mol. Gen. Genet. 186:44–49.
382;Joshi, A., M. Verma, and M. Chakravorty;1982;. Thiolutin-resistant mutants of <i>Salmonella</i> <i>typhimurium.</i> ;Antimicrob. Agents Chemother. 22:541–547.
383;Juhl, M. J., and D. P. Clark;1990;. Thiophene-degrading <i>Escherichia coli</i> mutants possess sulfone oxidase activity and show altered resistance to sulfur-containing antibiotics. ;Appl. Environ. Microbiol. 56:3179–3185.
384;Jung, J. U., C. Gutierrez, and M. R. Villarejo;1989;. Sequence of an osmotically inducible lipoprotein gene. ;J. Bacteriol. 171:511–520.
385;Justesen, J., and J. Neuhard;1975;. <i>pyrR</i> identical to <i>pyrH</i> in <i>Salmonella typhimurium:</i> control of expression of the <i>pyr</i> genes. ;J. Bacteriol. 123:851–854.
386;Kadner, R. J;1977;. Transport and utilization of D-methionine and other methionine sources in <i>Escherichia coli.</i> ;J. Bacteriol. 129:207–216.
387;Kadner, R. J., K. Heller, J. W. Coulton, and V. Braun;1980;. Genetic control of hydroxamate- mediated iron uptake in <i>Escherichia coli.</i> ;J. Bacteriol. 143:256–264.
388;Kadner, R. J., and C. L Liggins;1973;. Transport of vitamin B12 in <i>Escherichia coli:</i> genetic studies. ;J. Bacteriol. 115:514–521.
389;Kadner, R. J., and D. M. Shattuck-Eidens;1983;. Genetic control of the hexose phosphate transport system of <i>Escherichia coli:</i> mapping of deletion and insertion mutations in the <i>uhp</i> region. ;J. Bacteriol. 155:1052–1061.
390;Kalle, C. P., and J. S. Gots;1961;. Alterations in purine nucleotide pyrophosphorylases and resistance to purine analogues. ;Biochim. Biophys. Acta 53:66–173.
391;Kalman, M., D. R. Gentry, and M. Cashel;1991;. Characterization of the <i>Escherichia coli</i> K12 <i>gltS</i> glutamate permease gene. ;Mol. Gen. Genet. 225:379–386.
392;Kanner, B. I., and D. L. Gutnick;1972;. Use of neomycin in the isolation of mutants blocked in energy conservation in <i>Escherichia coli.</i> ;J. Bacteriol. 111:287–289.
393;Kaplan, L., H. C. Reilly, and C. C. Stock;1959;. Action of azaserine on <i>Escherichia coli.</i> <i>J.</i> ;Bacteriol. 78:511–519.
394;Kaplan, S., and D. Anderson;1968;. Selection of temperature-sensitive activating enzyme mutants in <i>Escherichia coli.</i> ;J. Bacteriol. 95:991–997.
395;Kast, P., and H. Hennecke;1991;. Amino acid substrate specificity of <i>Escherichia coli</i> phenylalanyl-tRNA synthetase altered by distinct mutations. ;J. Mol. Biol. 222:99–124.
396;Katz, L;1970;. Selection of <i>AraB</i> and <i>AraC</i> mutants of <i>Escherichia coli</i> B/r by resistance to ribitol. ;J. Bacteriol. 102:593–595.
397;Kawakami, T., Y. Akizawa, T. Ishikawa, T. Shimamoto, M. Tsuda, and T. Tsuchiya;1988;. Amino acid substitutions and alteration in cation specificity in the melibiose carrier of <i>Escherichia coli.</i> ;J. Biol. Chem. 263:14276–14280.
398;Kawamoto, S., S. Tokuyama, S. Yashima, and Y. Eguchi;1984;. Genetic mapping of cold resistance gene of <i>Escherichia coli.</i> ;Agric. Biol. Chem. 48:2067–2071.
399;Kawasaki, T., and Y. Nose;1969;. Thiamine regulatory mutants in <i>Escherichia coli.</i> ;J. Biochem. 65:417–425.
400;Kay, W. W;1972;. Genetic control of the metabolism of propionate by <i>Escherichia</i> <i>coli</i> K12. ;Biochim. Biophys. Acta 264:508–521.
401;Kay, W. W., and H. L. Kornberg;1969;. Genetic control of the uptake of Ci-dicarboxylic acids by <i>Escherichia coli.</i> ;FEBS Lett. 3:93–96.
402;Kelker, N. E., and W. K. Maas;1974;. Selection for genetically repressible (Arg R+) strains of <i>Escherichia coli</i> K12 from genetically derepressed (Arg R-) mutants using acetylnorvaline. ;Mol. Gen. Genet. 131:131–136.
403;Kelln, R. A., and G. A. O’Donovan;1976;. Isolation and partial characteristics of an <i>argR</i> mutant of <i>Salmonella typhimurium.</i> ;J. Bacteriol. 128:528–535.
404;Kelln, R. A., and V. L. Zak;1980;. A mutation in <i>Salmonella typhimurium</i> imparting conditional resistance to 5-fluorouracil and a bioenergetic defect mapping of <i>cad.</i> ;Mol. Gen. Genet. 179:678–682.
405;Kemper, J;1974;. Gene order and co-transduction in the <i>leu-ara-fol-pyrA</i> region of the <i>Salmonella</i> <i>typhimurium</i> linkage map. ;J. Bacteriol. 117:94–99.
406;Kessler, D. P., and H. V. Rickenberg;1964;. A new method for the selection of mutants of <i>Escherichia coli</i> forming β-galactosidase constitutively. ;Biochim. Biophys. Acta 90:609–610.
407;Kier, L. D., R. M. Weppelman, and B. N. Ames;1977;. Regulation of two phosphatases and a cyclic phosphodiesterase of <i>Salmonella typhimurium.</i> ;J. Bacteriol. 130:420–428.
408;Kier, L. D., R. M. Weppelman, and B. N. Ames;1979;. Regulation of nonspecific acid phosphatase in <i>Salmonella: phoN</i> and <i>phoP</i> genes. ;J. Bacteriol. 138:155–161.
409;Killmann, H., and V. Braun;1992;. An aspartate deletion mutation defines a binding site of the multifunctional <i>fhuA</i> outer membrane receptor of <i>Escherichia coli</i> K-12. ;J. Bacteriol. 174:3479–3486.
410;Kim, K. T., and O. J. Yoo;1987;. Inhibition of coliphage N4 infection of <i>Escherichia coli</i> mutant defective in mannose permease. ;Korean J. Microbiol. 25:184–188.
411;Kleckner, N., J. Roth, and D. Botstein;1977;. Genetic engineering <i>in vivo</i> using translocatable drug-resistance elements. New methods in bacterial genetics. ;J. Mol. Biol. 116:125–159.
412;Kline, E. L;1972;. New amino acid regulatory locus having unusual properties in heterozygous merodiploids. ;J. Bacteriol. 110:1127–1134.
413;Kocharyan, S. M;1979;. Positive method for selection of adenylate cyclase and cyclic adenosine 3′, 5′-monophosphate receptor protein deficient mutants of <i>Escherichia coli</i> K12. ;Biol. Zh. Arm. 32:346–351.
414;Kohara, Y., K. Akiyama, and K. Isono;1987;. The physical map of the whole <i>E. coli</i> chromosome: application of a new strategy for the rapid analysis and sorting of a large genomic library. ;Cell 50:495–508.
415;Komatsu, Y., and K. Tanaka;1972;. A showdomycin-resistant mutant of <i>Escherichia coli</i> K-12 with altered nucleoside transport character. ;Biochim. Biophys. Acta 288:390–403.
416;Komeda, Y;1982;. Fusions of flagellar operons to lactose genes on a Mu <i>lac</i> bacteriophage. <i>J.</i> ;Bacteriol. 150:16–26.
417;Komeda, Y., M. Silverman, and M. Simon;1977;. Genetic analysis of <i>Escherichia coli</i> K-12 region I flagellar mutants. ;J. Bacteriol. 131:801–808.
418;Kornberg, H. L., and J. Smith;1972;. Genetic control of glucose uptake by <i>Escherichia coli.</i> ;FEBS Lett. 20:270–272.
419;Kornberg, H. L., and P. D. Watts;1978;. Roles of <i>crr</i>-gene products in regulating carbohydrate uptake by <i>Escherichia coli.</i> ;FEBS Lett. 89:329–332.
420;Korteland, J., N. Overbeeke, P. De Graaff, P. Overduin, and B. Lugtenberg;1985;. Role of the Arg158 residue of the outer membrane <i>phoE</i> pore protein of <i>Escherichia coli</i> K12 in bacteriophage TC45 recognition and in channel characteristics. ;Eur. J. Biochem. 152:691–697.
421;Kowit, J. D., W.-N. Choy, S. P. Champe, and A. L. Goldberg;1976;. Role and location of “protease 1” from <i>Escherichia coli.</i> ;J. Bacteriol. 128:776–784.
422;Krajewska-Grynkiewicz, K., W. Walczak, and T. Klopotowski;1971;. Mutants of <i>Salmonella</i> <i>typhimurium</i> able to utilize D-histidine as a source of L-histidine. ;J. Bacteriol. 105:28–37.
423;Kramer, G. F., and B. N. Ames;1988;. Mechanisms of mutagenicity and toxicity of sodium selenite in <i>Salmonella typhimurium.</i> ;Mutat. Res. 201:169–180.
424;Kramer, G. F., J. C. Baker, and B. N. Ames;1988;. Near-UV stress in <i>Salmonella typhimurium:</i> 4-thiouridine in tRNA, ppGpp, and ApppGpp as components of an adaptive response. ;J. Bacteriol. 170: 2344–2351.
425;Kraus, J., D. Söll, and K. B. Low;1979;. Glutamyl-γ-methyl ester acts as a methionine analogue in <i>Escherichia coli:</i> analogue resistant mutants map at the <i>metJ</i> and <i>metK</i> loci. ;Genet. Res. 33:49–55.
426;Kricker, M., and B. G. Hall;1984;. Directed evolution of cellobiose utilization in <i>Escherichia coli</i> K12. ;Mol. Biol. Evol. 1:171–182.
427;Kuhn, A. H. U., M. L. J. Moncany, E. Kellenberger, and R. Hausmann;1982;. Involvement of the bacterial <i>groM</i> gene product in bacteriophage T7 reproduction. ;J. Virol. 41:657–673.
428;Kuhn, J., and R. L. Somerville;1971;. Mutant strains of <i>Escherichia coli</i> K12 that can use D- amino acids. ;Proc. Natl. Acad. Sci. USA 68:2484 2487.
